"studyid","rltv_mo","errorcode","errormessage","process","premiseid","studypoint","updated_dt","process_run_date","job_run_id"
FPLC-RS44NET4,202507,DIFFBILLCOMP,Interval cut (1121.79 kwh) is outside the 10.0% threshold when compared to billed usage (555.0 kwh).,Interval Data Quality,70548312,"73292.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (2569.0 kwh) is outside the 10.0% threshold when compared to billed usage (2058.0 kwh).,Interval Data Quality,70033295,"288.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (2189.0 kwh) is outside the 10.0% threshold when compared to billed usage (984.0 kwh).,Interval Data Quality,70044910,"609.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET9,202507,DIFFBILLCOMP,Interval cut (1700.1 kwh) is outside the 10.0% threshold when compared to billed usage (608.0 kwh).,Interval Data Quality,70108228,"40010.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (1700.1 kwh) is outside the 10.0% threshold when compared to billed usage (608.0 kwh).,Interval Data Quality,70108228,"222.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (2274.03 kwh) is outside the 10.0% threshold when compared to billed usage (1570.0 kwh).,Interval Data Quality,70161092,"213.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (1698.2 kwh) is outside the 10.0% threshold when compared to billed usage (1184.0 kwh).,Interval Data Quality,70297004,"441.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (2593.32 kwh) is outside the 10.0% threshold when compared to billed usage (1810.0 kwh).,Interval Data Quality,70410467,"961.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET9,202507,DIFFBILLCOMP,Interval cut (1174.55 kwh) is outside the 10.0% threshold when compared to billed usage (1058.0 kwh).,Interval Data Quality,70646976,"78503.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (1174.55 kwh) is outside the 10.0% threshold when compared to billed usage (1058.0 kwh).,Interval Data Quality,70646976,"440.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET9,202507,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70548312,"73292.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RS44NET4,202506,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70548312,"73292.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RS44NET2,202506,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70548312,"73292.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RS44NET9,202506,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70548312,"73292.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RS44NET4,202507,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70548312,"73292.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RS44NET2,202507,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70548312,"73292.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RSEV,202507,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70548312,"573.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RSEV,202506,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70548312,"573.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RSEV,202507,PREMISE,"Premise data change: channels changed from [1] to [1.0, 1000.0].",Master Data,70593045,"656.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RSEV,202507,PREMISE,"Premise data change: channels changed from [1] to [1.0, 1000.0].",Master Data,70674364,"2092.0",2025-08-06 13:36:15.994,20250806,ALR-scheduled__2025-08-05T13:30:00+00:00
FPLC-RSEV,202507,PREMISE,"Premise data change: channels changed from [1] to [1.0, 1000.0].",Master Data,70018169,"573.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (3245.0 kwh) is outside the 10.0% threshold when compared to billed usage (2906.0 kwh).,Interval Data Quality,70124001,"361.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET9,202507,DIFFBILLCOMP,Interval cut (1050.63 kwh) is outside the 10.0% threshold when compared to billed usage (295.0 kwh).,Interval Data Quality,70235805,"66368.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (1050.63 kwh) is outside the 10.0% threshold when compared to billed usage (295.0 kwh).,Interval Data Quality,70235805,"246.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (3718.0 kwh) is outside the 10.0% threshold when compared to billed usage (3349.0 kwh).,Interval Data Quality,70477799,"1474.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (3290.78 kwh) is outside the 10.0% threshold when compared to billed usage (2927.0 kwh).,Interval Data Quality,70484718,"405.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (2569.26 kwh) is outside the 10.0% threshold when compared to billed usage (1663.0 kwh).,Interval Data Quality,70577611,"452.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET2,202507,DIFFBILLCOMP,Interval cut (2399.3 kwh) is outside the 10.0% threshold when compared to billed usage (608.0 kwh).,Interval Data Quality,70108228,"40010.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET4,202507,DIFFBILLCOMP,Interval cut (699.2 kwh) is outside the 10.0% threshold when compared to billed usage (608.0 kwh).,Interval Data Quality,70108228,"40010.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET2,202507,DIFFBILLCOMP,Interval cut (2238.66 kwh) is outside the 10.0% threshold when compared to billed usage (1058.0 kwh).,Interval Data Quality,70646976,"78503.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET9,202507,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"287.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET2,202507,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET4,202507,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70148257,"71581.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RSEV,202507,AUMONTH,"Only 3 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70669597,"2281.0",2025-08-07 12:39:15.891,20250807,ALR-scheduled__2025-08-06T13:30:00+00:00
FPLC-RS44NET2,202507,DIFFBILLCOMP,Interval cut (1407.99 kwh) is outside the 10.0% threshold when compared to billed usage (295.0 kwh).,Interval Data Quality,70235805,"66368.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET4,202507,DIFFBILLCOMP,Interval cut (357.36 kwh) is outside the 10.0% threshold when compared to billed usage (295.0 kwh).,Interval Data Quality,70235805,"66368.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET9,202508,DIFFBILLCOMP,Interval cut (2867.02 kwh) is outside the 10.0% threshold when compared to billed usage (2197.0 kwh).,Interval Data Quality,70336847,"72621.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2867.02 kwh) is outside the 10.0% threshold when compared to billed usage (2197.0 kwh).,Interval Data Quality,70336847,"330.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (3355.7 kwh) is outside the 10.0% threshold when compared to billed usage (2611.0 kwh).,Interval Data Quality,70597182,"586.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RS44NET9,202508,DIFFBILLCOMP,Interval cut (2016.92 kwh) is outside the 10.0% threshold when compared to billed usage (987.0 kwh).,Interval Data Quality,70626774,"72840.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2016.92 kwh) is outside the 10.0% threshold when compared to billed usage (987.0 kwh).,Interval Data Quality,70626774,"808.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (1940.51 kwh) is outside the 10.0% threshold when compared to billed usage (1338.0 kwh).,Interval Data Quality,70633535,"267.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202507,DIFFBILLCOMP,Interval cut (1909.2 kwh) is outside the 10.0% threshold when compared to billed usage (1319.0 kwh).,Interval Data Quality,70648386,"574.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2532.82 kwh) is outside the 10.0% threshold when compared to billed usage (1251.0 kwh).,Interval Data Quality,70651418,"508.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RS44NET9,202507,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET2,202507,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET4,202507,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET9,202507,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET2,202507,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET4,202507,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET9,202507,PREMISE,Premise data change: ratecode changed from 'FERSEV_46' to 'FERS_44'.,Master Data,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET2,202507,PREMISE,Premise data change: ratecode changed from 'FERSEV_46' to 'FERS_44'.,Master Data,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET4,202507,PREMISE,Premise data change: ratecode changed from 'FERSEV_46' to 'FERS_44'.,Master Data,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET2,202507,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET4,202507,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET9,202507,PREMISE,"Premise data change: channels changed from [2, 4, 9, 1000] to [2.0, 4.0, 9.0].",Master Data,70622019,"74632.0",2025-08-09 13:10:42.778,20250809,ALR-scheduled__2025-08-08T13:30:00+00:00
FPLC-RS44NET2,202508,DIFFBILLCOMP,Interval cut (3213.55 kwh) is outside the 10.0% threshold when compared to billed usage (2197.0 kwh).,Interval Data Quality,70336847,"72621.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RS44NET4,202508,DIFFBILLCOMP,Interval cut (346.52 kwh) is outside the 10.0% threshold when compared to billed usage (2197.0 kwh).,Interval Data Quality,70336847,"72621.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RS44NET2,202508,DIFFBILLCOMP,Interval cut (3312.88 kwh) is outside the 10.0% threshold when compared to billed usage (987.0 kwh).,Interval Data Quality,70626774,"72840.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RS44NET4,202508,DIFFBILLCOMP,Interval cut (1295.96 kwh) is outside the 10.0% threshold when compared to billed usage (987.0 kwh).,Interval Data Quality,70626774,"72840.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2961.57 kwh) is outside the 10.0% threshold when compared to billed usage (2470.0 kwh).,Interval Data Quality,70005262,"808.0",2025-08-13 13:22:17.874,20250813,ALR-scheduled__2025-08-12T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2691.8 kwh) is outside the 10.0% threshold when compared to billed usage (2308.0 kwh).,Interval Data Quality,70607810,"1476.0",2025-08-13 13:22:17.874,20250813,ALR-scheduled__2025-08-12T13:30:00+00:00
FPLC-RSEV,202507,AUMONTH,"Only 11 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70664193,"1529.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202508,AUMONTH,"Only 9 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70670026,"2213.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RS1EV,202508,AUMONTH,"Only 9 months are available to calculate monthly average usage, less than the needed 12 months.",Interval Data Quality,70670026,"8861.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202507,PREMISE,"Premise data change: channels changed from [1, 1000] to [1.0].",Master Data,70648386,"574.0",2025-08-12 11:51:19.789,20250812,ALR-scheduled__2025-08-11T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2778.0 kwh) is outside the 10.0% threshold when compared to billed usage (1791.0 kwh).,Interval Data Quality,70042144,"331.0",2025-08-14 12:37:35.653,20250814,ALR-scheduled__2025-08-13T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2342.5 kwh) is outside the 10.0% threshold when compared to billed usage (1873.0 kwh).,Interval Data Quality,70120341,"463.0",2025-08-14 12:37:35.653,20250814,ALR-scheduled__2025-08-13T13:30:00+00:00
FPLC-RS44NET9,202508,DIFFBILLCOMP,Interval cut (2287.38 kwh) is outside the 10.0% threshold when compared to billed usage (773.0 kwh).,Interval Data Quality,70158196,"70150.0",2025-08-14 12:37:35.653,20250814,ALR-scheduled__2025-08-13T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2287.38 kwh) is outside the 10.0% threshold when compared to billed usage (773.0 kwh).,Interval Data Quality,70158196,"433.0",2025-08-14 12:37:35.653,20250814,ALR-scheduled__2025-08-13T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2338.87 kwh) is outside the 10.0% threshold when compared to billed usage (2052.0 kwh).,Interval Data Quality,70321632,"218.0",2025-08-14 12:37:35.653,20250814,ALR-scheduled__2025-08-13T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (1308.75 kwh) is outside the 10.0% threshold when compared to billed usage (1139.0 kwh).,Interval Data Quality,70419109,"532.0",2025-08-14 12:37:35.653,20250814,ALR-scheduled__2025-08-13T13:30:00+00:00
FPLC-RS44NET2,202508,DIFFBILLCOMP,Interval cut (2795.28 kwh) is outside the 10.0% threshold when compared to billed usage (773.0 kwh).,Interval Data Quality,70158196,"70150.0",2025-08-14 12:37:35.653,20250814,ALR-scheduled__2025-08-13T13:30:00+00:00
FPLC-RS44NET4,202508,DIFFBILLCOMP,Interval cut (507.9 kwh) is outside the 10.0% threshold when compared to billed usage (773.0 kwh).,Interval Data Quality,70158196,"70150.0",2025-08-14 12:37:35.653,20250814,ALR-scheduled__2025-08-13T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2636.0 kwh) is outside the 10.0% threshold when compared to billed usage (2257.0 kwh).,Interval Data Quality,70079762,"351.0",2025-08-15 12:50:09.284,20250815,ALR-scheduled__2025-08-14T13:30:00+00:00
FPLC-RS44NET9,202508,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2025-08-15 12:50:09.284,20250815,ALR-scheduled__2025-08-14T13:30:00+00:00
FPLC-RSEV,202508,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"360.0",2025-08-15 12:50:09.284,20250815,ALR-scheduled__2025-08-14T13:30:00+00:00
FPLC-RS44NET2,202508,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2025-08-15 12:50:09.284,20250815,ALR-scheduled__2025-08-14T13:30:00+00:00
FPLC-RS44NET4,202508,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70346117,"32819.0",2025-08-15 12:50:09.284,20250815,ALR-scheduled__2025-08-14T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2217.0 kwh) is outside the 10.0% threshold when compared to billed usage (1830.0 kwh).,Interval Data Quality,70015395,"397.0",2025-08-19 12:14:45.402,20250819,ALR-scheduled__2025-08-18T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2945.0 kwh) is outside the 10.0% threshold when compared to billed usage (2393.0 kwh).,Interval Data Quality,70038747,"308.0",2025-08-19 12:14:45.402,20250819,ALR-scheduled__2025-08-18T13:30:00+00:00
FPLC-RS44NET9,202508,DIFFBILLCOMP,Interval cut (949.85 kwh) is outside the 10.0% threshold when compared to billed usage (58.0 kwh).,Interval Data Quality,70002972,"40793.0",2025-08-16 12:51:28.742,20250816,ALR-scheduled__2025-08-15T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (949.85 kwh) is outside the 10.0% threshold when compared to billed usage (58.0 kwh).,Interval Data Quality,70002972,"1472.0",2025-08-16 12:51:28.742,20250816,ALR-scheduled__2025-08-15T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2934.0 kwh) is outside the 10.0% threshold when compared to billed usage (1898.0 kwh).,Interval Data Quality,70287589,"305.0",2025-08-16 12:51:28.742,20250816,ALR-scheduled__2025-08-15T13:30:00+00:00
FPLC-RS44NET2,202508,DIFFBILLCOMP,Interval cut (1950.66 kwh) is outside the 10.0% threshold when compared to billed usage (58.0 kwh).,Interval Data Quality,70002972,"40793.0",2025-08-16 12:51:28.742,20250816,ALR-scheduled__2025-08-15T13:30:00+00:00
FPLC-RS44NET4,202508,DIFFBILLCOMP,Interval cut (1000.81 kwh) is outside the 10.0% threshold when compared to billed usage (58.0 kwh).,Interval Data Quality,70002972,"40793.0",2025-08-16 12:51:28.742,20250816,ALR-scheduled__2025-08-15T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (3076.0 kwh) is outside the 10.0% threshold when compared to billed usage (2451.0 kwh).,Interval Data Quality,70004472,"497.0",2025-08-20 12:10:39.270,20250820,ALR-scheduled__2025-08-19T13:30:00+00:00
FPLC-RS44NET9,202508,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2025-08-19 12:14:45.402,20250819,ALR-scheduled__2025-08-18T13:30:00+00:00
FPLC-RSEV,202508,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"229.0",2025-08-19 12:14:45.402,20250819,ALR-scheduled__2025-08-18T13:30:00+00:00
FPLC-RS44NET2,202508,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2025-08-19 12:14:45.402,20250819,ALR-scheduled__2025-08-18T13:30:00+00:00
FPLC-RS44NET4,202508,NULLBILL,Cannot perform bill comparison because billed usage is 0 kwh.,Interval Data Quality,70242233,"52508.0",2025-08-19 12:14:45.402,20250819,ALR-scheduled__2025-08-18T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (1807.0 kwh) is outside the 10.0% threshold when compared to billed usage (1567.0 kwh).,Interval Data Quality,70086869,"263.0",2025-08-21 12:36:18.460,20250821,ALR-scheduled__2025-08-20T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (4450.47 kwh) is outside the 10.0% threshold when compared to billed usage (3547.0 kwh).,Interval Data Quality,70205248,"221.0",2025-08-21 12:36:18.460,20250821,ALR-scheduled__2025-08-20T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2162.35 kwh) is outside the 10.0% threshold when compared to billed usage (1872.0 kwh).,Interval Data Quality,70549214,"531.0",2025-08-21 12:36:18.460,20250821,ALR-scheduled__2025-08-20T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (3028.2 kwh) is outside the 10.0% threshold when compared to billed usage (2419.0 kwh).,Interval Data Quality,70553552,"240.0",2025-08-21 12:36:18.460,20250821,ALR-scheduled__2025-08-20T13:30:00+00:00
FPLC-RS44NET9,202508,DIFFBILLCOMP,Interval cut (591.11 kwh) is outside the 10.0% threshold when compared to billed usage (311.0 kwh).,Interval Data Quality,70141101,"54394.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (591.11 kwh) is outside the 10.0% threshold when compared to billed usage (311.0 kwh).,Interval Data Quality,70141101,"509.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (1858.0 kwh) is outside the 10.0% threshold when compared to billed usage (1514.0 kwh).,Interval Data Quality,70170688,"530.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (3676.78 kwh) is outside the 10.0% threshold when compared to billed usage (2899.0 kwh).,Interval Data Quality,70214556,"239.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RS44NET9,202508,DIFFBILLCOMP,Interval cut (2007.59 kwh) is outside the 10.0% threshold when compared to billed usage (1274.0 kwh).,Interval Data Quality,70262914,"35696.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2007.59 kwh) is outside the 10.0% threshold when compared to billed usage (1274.0 kwh).,Interval Data Quality,70262914,"326.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RS44NET9,202508,DIFFBILLCOMP,Interval cut (2217.06 kwh) is outside the 10.0% threshold when compared to billed usage (482.0 kwh).,Interval Data Quality,70502810,"42281.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RSEV,202508,DIFFBILLCOMP,Interval cut (2217.06 kwh) is outside the 10.0% threshold when compared to billed usage (482.0 kwh).,Interval Data Quality,70502810,"332.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RS44NET2,202508,DIFFBILLCOMP,Interval cut (1080.89 kwh) is outside the 10.0% threshold when compared to billed usage (311.0 kwh).,Interval Data Quality,70141101,"54394.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RS44NET4,202508,DIFFBILLCOMP,Interval cut (489.78 kwh) is outside the 10.0% threshold when compared to billed usage (311.0 kwh).,Interval Data Quality,70141101,"54394.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RS44NET2,202508,DIFFBILLCOMP,Interval cut (2453.08 kwh) is outside the 10.0% threshold when compared to billed usage (1274.0 kwh).,Interval Data Quality,70262914,"35696.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RS44NET4,202508,DIFFBILLCOMP,Interval cut (445.49 kwh) is outside the 10.0% threshold when compared to billed usage (1274.0 kwh).,Interval Data Quality,70262914,"35696.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
FPLC-RS44NET2,202508,DIFFBILLCOMP,Interval cut (2687.48 kwh) is outside the 10.0% threshold when compared to billed usage (482.0 kwh).,Interval Data Quality,70502810,"42281.0",2025-08-22 13:19:51.977,20250822,ALR-scheduled__2025-08-21T13:30:00+00:00
